#1-CAP [MW]  	2-DIST [KM]  	3-TOTAL [ME] 	4-CAPEX [ME] 	5-LOSSES [ME]	6-Q [ME]     	7-CM [ME]    	8-EENS [ME]  	9-XFMR1 [#]  	10-XFMR1 [MW]	11-XFMR1 [ME]	12-X1_LS [ME]	13-CBL1 [KM] 	14-CBL1 [#]  	15-CBL1 [kV] 	16-CBL1 [MM] 	17-CBL1 [MW] 	18-CBL1 [ME] 	19-C1_L [ME] 	20-XFMR2 [#] 	21-XFMR2 [MW]	22-XFMR2 [ME]	23-X2_LS [ME]	24-CBL2 [KM] 	25-CBL2 [#]  	26-CBL2 [kV] 	27-CBL2 [MM] 	28-CBL2 [MW] 	29-CBL2 [ME] 	30-C2_L [ME] 	
500.0        	55.0         	202.42458    	155.026422   	16.5945382   	6.72257097   	2.55347308   	28.2501473   	1.0          	500.0        	2.79385064   	5.00777542   	50.0         	2.0          	220.0        	1000.0       	352.58784    	100.0        	6.50946677   	1.0          	500.0        	35.76        	5.077296     	5.0          	2.0          	220.0        	800.0        	334.886669   	9.75         	6.50946677   	
